company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,age,founding_year,org_uuid,already_scraped,snapshot_in_window
Syncwatt,2019-06-23,http://www.syncwatt.com/,"Washington, District of Columbia, United States","Blockchain and Cryptocurrency, Energy, Financial Services, Payments, Software, Sustainability","Clean Energy, Cryptocurrency, Energy, Energy Efficiency, Energy Management, GreenTech, Renewable Energy",1747923.0,"Syncwatt pays people for taking climate actions that lower electric bills and offers carbon credits to cities and companies with carbon reduction commitments. With a click, energy consumers take personalized climate actions that save energy, lower bills, or produce clean energy at no or low cost. U.S. states, cities, and companies can purchase Syncwatt's verified energy-based carbon credits online to achieve carbon reduction or environmental, social, and governance goals.    Customers get paid for climate actions, lower electric bills, and carbon credits on Syncwatt.com. Syncwatt's Open Energy Platform manages home energy use, carbon monetization and trading, and climate action payments based on customer preference, habits, and opportunities.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,0.0,3.0,,6,4,2019,67103,False,False
SPAATech,2019-01-01,https://spaatech.com/,"Chicago, Illinois, United States","Data and Analytics, Information Technology, Software","Analytics, Data Integration, Data Management, Information Technology",805926.0,,251-500,0.0,,,0.0,,0.0,,251-500,Private,,,,,,6,5,2019,47409,False,False
Desert Foothills Accounting and Tax,2020-01-01,https://desertfoothillscpa.com,"Flagstaff, Arizona, United States","Financial Services, Professional Services","Accounting, Financial Services, Wealth Management",2652488.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,83570,False,False
Prime Well Solutions,2019-01-01,https://www.primewellsolutions.com,"Elk City, Oklahoma, United States","Data and Analytics, Energy, Natural Resources, Real Estate","Construction, Oil and Gas, Test and Measurement",1148356.0,,51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,5,2019,54764,False,False
Yamu Media,2020-01-01,https://www.yamumedia.com,"Buffalo, New York, United States","Internet Services, Sales and Marketing, Software","Email Marketing, Marketing, SEO, Web Development",586563.0,"Yamu is a marketing services company. It offers search engine optimization, email marketing, LinkedIn marketing, market and competitor analysis, content writing, branding, user experience design, and web development.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,4,2020,40958,False,False
Gainey Business Bank,2022-01-01,https://www.gaineybusinessbank.com/,"Scottsdale, Arizona, United States","Financial Services, Lending and Investments, Professional Services","Banking, Consulting, Finance, Financial Services",526621.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,2,2022,38911,False,False
BDC Switch,2020-01-01,https://bdcswitch.com,"Detroit, Michigan, United States","Commerce and Shopping, Transportation","Automotive, Retail",2319012.0,"BDC Switch provides sales and service processes, allowing their sales consultants and service advisors to focus on providing an in-person experience for their dealership shoppers. It is a digital retailing and automation company. For inquiries, email and telephone numbers are available on their websites.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,4,2020,77948,False,False
516 Marketing Inc,2021-08-09,https://516marketing.com/,"Fort Worth, Texas, United States","Advertising, Internet Services, Sales and Marketing","Advertising, Brand Marketing, Digital Marketing, Public Relations, Search Engine, SEO",279671.0,"516 Marketing Inc is a digital marketing company focused on helping brands elevate their online visibility and shine prominently across search engines. It is headquartered in Watauga, Texas. 516 Marketing Inc is the parent company of Labyrinth Brand Co, LLC, a Texas-based digital marketing agency. History: 516 Marketing Inc was formed by Keeton Storts on August 9, 2021, and since its inception has worked with companies, entrepreneurs, and nonprofit organizations to amplify their search visibility and maximize their brand’s potential on Google and beyond.  Key People: Keeton Storts is the founder of 516 Marketing Inc.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,2,2021,27555,False,False
Insightarc,2021-06-01,https://insightarc.com/,"Wilmington, Delaware, United States","Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Other, Sales and Marketing, Science and Engineering, Software","Artificial Intelligence (AI), B2B, E-Commerce, Marketing Automation",421030.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,2,2021,34783,False,False
Fleuronic,2019-01-01,https://fleuronic.com,"San Jose, California, United States","Apps, Information Technology, Mobile, Software","Information Technology, Mobile Apps, Software",1928749.0,"Fleuronic is a software company that specializes in mobile software development. The company has a proven track record of creating applications for a range of clients, from startups to Fortune 500 companies. Fleuronic's portfolio showcases a variety of software solutions, demonstrating their ability to cater to diverse business needs. The company's offerings are not limited to mobile applications, but also extend to other software development services. Fleuronic's team is composed of skilled developers who contribute to the company's success through their expertise and dedication.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,71474,False,False
CETA Global,2021-01-01,https://www.cetaglobal.org,"Houston, Texas, United States",Health Care,"Health Care, Medical, Mental Health, Wellness",1290611.0,"CETA Global offers engagement, education, cognitive coping, restructuring, behavioral activation, confronting fears, trauma memories, safety assessment, planning, substance abuse intervention, problem-solving, and anxiety management services.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,3,2021,58824,False,False
Digital Blocs,2020-01-01,https://digitalblocs.com,"Houston, Texas, United States","Financial Services, Sales and Marketing, Software","Bookkeeping and Payroll, Digital Marketing, Social Media Marketing, Web Development",1962283.0,"Digital Blocs offer web designers, web developers, and copywriters. Their services include graphic design, web development, digital marketing, domain and hosting, local SEO services, Google Ads management services, and accounting and bookkeeping services.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,70879,False,False
MuzMuz,2019-08-10,https://muzmuz.com/,"Austin, Texas, United States","Apps, Community and Lifestyle, Internet Services, Mobile, Software","Dating, Internet, Mobile Apps, Software",2989713.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2019,89248,False,False
GatherIn,2020-12-31,https://www.gatherin.app/,"Newark, Delaware, United States","Gaming, Software","Console Games, Gaming, PC Games, Simulation, Video Games",942011.0,"Most gamers struggle to keep up with dozens of Discord servers.  After all, who wants to sit in a Discord servers with thousands of random people? We make it easy to keep you up to date on all game sessions, from Twitch events to your best friends' game nights.  So every-time you login in, you don't have FOMO and can join/watch your rockstar Twitch streamer.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2020,50909,False,False
PushKin,2020-01-01,https://www.pushkinapp.com,"Bentonville, Arkansas, United States","Other, Software","B2B, SaaS, Software",479409.0,"PushKin helps operators increase sales and decrease labor costs while staying brand compliant. They provide services to restaurants and logistics industries. They help businesses communicate with their deskless employees. They respond to customer inquiries by phone, contact form, and email.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,0.0,1.0,,6,4,2020,37129,False,False
Lead Clicker,2020-01-01,https://www.leadclicker.com,"Petaluma, California, United States","Financial Services, Real Estate, Software","Real Estate, Real Estate Investment, Software",1815588.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,68883,False,False
The White Knight Consulting,2019-01-01,https://www.thewkconsulting.com,"Dallas, Texas, United States","Information Technology, Professional Services, Sales and Marketing, Software","Business Development, Consulting, CRM",2556647.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,81974,False,False
Kodai Capital Management,2020-01-01,https://www.kodaicapital.com,"Chicago, Illinois, United States","Financial Services, Lending and Investments","Finance, Financial Services, Impact Investing",162850.0,Kodai Capital Management employs a seasoned industry fundamental research approach to analyzing companies. They leverage insights by understanding important industry drivers and analyzing competitive dynamics in respectful and insightful dialogue with corporate management.,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,19298,False,False
Insurance Management Consultancy,2020-01-01,https://imcccm.com,"Fort Myers, Florida, United States","Financial Services, Professional Services","Commercial Insurance, Consulting, Insurance",1603534.0,,11-50,0.0,,,0.0,,0.0,2.0,11-50,Private,,,,,,6,4,2020,65297,False,False
Sidcor Engraving,2021-05-05,https://sidcorengraving.com/,"Springfield, Illinois, United States",Media and Entertainment,Art,2548706.0,"Sidcor Engraving is a small, veteran-owned, operated business specializing in metal engraving using state-of-the-art laser carving equipment, tools, technologies, and talent. We create novel custom design-oriented artwork creations that speak volumes about their individual aesthetics and distinctiveness. Sidcor Engraving specializes in engraving guns, pens, knives, keychains, tokens, plaques, golf clubs, and many other items, turning them into lifelong mementos.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,2,2021,82095,False,False
VectorViewer,2020-06-01,https://www.vectorviewer.com,"Marlton, New Jersey, United States","Information Technology, Internet Services, Software","Information Technology, Internet, SaaS, Software",560139.0,"VectorViewer is a AWS Cloud based SaaS product that offers a suite of enterprise products for solving various problems around enterprise document management. HTML5 Viewer offers a robust HTML5 Viewer for viewing documents stored in cloud, editing and/or annotating them and saving back to the cloud. Fillable Forms enables clients to configure PDF Forms in a custom built PDF Designer that allows you write rules around the forms and then send it across to your users to fill data and collected forms are stored back in cloud for future references. Dira DMS offers a complete workflow management around enterprise documents with advanced features such as comparing any two versions, white boarding and many more. Our team @VectorViewer commits to provide a complete solution with a stringent zero-footprint design and applying highest level of cryptography for storing sensitive customer information. Our robust 100% cloud-based architecture along with using an end to end Reactive Stack of Technologies assists our team with accomplishing this goal and considerably reduce the burden on our customer’s IT resources and time considerably.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2020,40063,False,False
TaxRobot,2021-01-01,http://www.taxrobot.ai,"Houston, Texas, United States","Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software","Artificial Intelligence (AI), Finance, Machine Learning, Software",192462.0,"TaxRobot is the quickest, easiest, and most affordable way to calculate the R&D tax credit.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,3,2021,21566,False,False
SafetyClerk,2022-01-01,https://safetyclerk.com,"New York, New York, United States","Information Technology, Real Estate, Software","Construction, Information Technology, SaaS, Software",465866.0,"SafetyClerk is the construction management platform that makes safety compliance, and risk management of your job site simple and visible in one click.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,2,2022,36610,False,False
Delaware Mobile Signings,2022-01-01,https://delawaremobilesignings.com,"Millsboro, Delaware, United States","Information Technology, Professional Services, Sales and Marketing, Software","Document Management, Public Relations, Translation Service",1445279.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,2,2022,62155,False,False
the agenda.,2019-01-01,https://www.theagendaperiod.com/,"Brighton, Michigan, United States","Community and Lifestyle, Health Care","Wellness, Women's",763579.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2019,46256,False,False
Arkos Health,2020-06-01,https://arkoshealth.com/,"Gilbert, Arizona, United States",Health Care,Health Care,157814.0,,101-250,0.0,,,0.0,,0.0,1.0,101-250,Private,,,,,,6,3,2020,18908,False,False
WellPrept,2021-01-01,https://wellprept.com/,"Lexington, Massachusetts, United States","Health Care, Software","Health Care, Medical, Software",609406.0,WellPrept is a content delivery platform that helps doctors organize and share educational content with patients. The platform enables the patients to prepare before the visit and saves time for the doctors.,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2021,41703,False,False
