,company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,age,founding_year,org_uuid
69430,2One Capital,2020-01-01,https://www.2onecapital.com/,"New York, New York, United States","Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software","Artificial Intelligence (AI), FinTech",1469970.0,"17 YEARS IN THE MAKING: THE RESILIENT MARKET-NEUTRAL STRATEGY. Artificial Intelligence powered fund, complex quantitative models and algorithms, probability randomness, time tested mathematical and statistical proprietary strategies take advantage of observable, long-term, tradable and structural pricing anomalies in the volatility & stock markets. The foundation of our strategy is based on the fundamental mathematical principles of volatility and the stock market, curves and long-term market factors learned via our technology and comprehensive understanding of the sensitivities inherent in the pricing structure. Fund is quantitatively engineered for absolute returns over any long-term period of time, allowing the investor to more consistently achieve high long-term returns as evident in our real & audited track record. All of our technologies are designed and created in-house. By inventing financial markets technologies ahead of its time, we uncover opportunities inaccessible to mainstream fund managers and their respective investment vehicles. High return and low risk can be achieved simultaneously by buying things for less than they are worth or selling things for more than they are worth.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,61668
69463,Stratamatica,2019-01-01,https://www.stratamatica.com/,"Scottsdale, Arizona, United States","Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Information Technology, Other, Professional Services, Sales and Marketing, Software","Computer, CRM, Machine Learning, Management Consulting, Professional Services, Software",1468417.0,"Stratamatica offers SMBs the means to simplify and leverage their data to gain a competitive edge. They accomplish this with centralized data collection, machine learning, and actionable insights to alter their growth curves. With their software, they help businesses streamline business truths and discover lasting business value. The Stratamatica information pipeline makes engagement, planning, and data-driven insights more accessible to their customers.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2019,61696
69516,Optiwe,2020-01-01,https://optiwe.com/,"San Carlos, California, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Information Technology",1465583.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,61740
69536,Bloom Intelligence,2021-01-01,https://bloom.lol,"San Diego, California, United States","Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Media and Entertainment, Science and Engineering, Software, Video","Artificial Intelligence (AI), Video, Video Editing",1464535.0,"Bloom is your A.I. video editor and increases video engagement, accessibility, and views. Bloom automatically curates video chapters, summaries, and other content from your recordings.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,61758
69543,6irdView,2019-01-01,https://www.6irdview.com,"San Jose, California, United States","Apps, Artificial Intelligence (AI), Data and Analytics, Mobile, Science and Engineering, Software","Artificial Intelligence (AI), Mobile Apps, Software, Web Apps, Web Development",1464210.0,"6Irdview is a software development company that specializes in creating custom iOS, Android mobile, and web applications. The company is known for its robust and affordable solutions, tailored to bring clients' visions to life. One of their notable products is Laba AI, an AI service designed to assist teachers and parents in guiding children through their school lives. The company also leverages Africa's top IT talent to build software for their global clientele.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,61764
69583,Nexvision,2020-01-01,https://nexvisionlabs.com,"Atlanta, Georgia, United States","Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation","Artificial Intelligence (AI), Parking, Sensor",1462291.0,Nexvision offers a camera based sensor for the parking guidance system.  They use embedded vision artificial intelligence and wireless technologies bringing true innovation to smart parking.,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,61800
69672,Tangled Group,2020-01-01,https://tangledhub.com,"Wilmington, Delaware, United States","Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software","Artificial Intelligence (AI), Personal Branding, Web Development",1458268.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,61879
69960,LI AI,2019-01-01,https://liai.ai/,"San Jose, California, United States","Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), FinTech, Information Technology, Machine Learning",1446318.0,,251-500,0.0,,,0.0,,0.0,,251-500,Private,,,,,,6,5,2019,62130
69979,Intelligent Demographics,2019-01-01,https://www.Manni.AI,"Washington, District of Columbia, United States","Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Hardware, Other, Professional Services, Sales and Marketing, Science and Engineering, Software","Artificial Intelligence (AI), Customer Service, Retail Technology, SaaS, Sales",1445565.0,"Manni produces two products:  · Manni Satisfy is a camera that looks at customers in a fast food or retail store and measures how happy they are. It uses neural network technology.  · Manni Upsell is a small box with microphones that is placed where people check out in stores. It listens to employees, recognizes what they are saying, and measures their sales ability. This includes how often they are offering customers the option to purchase an additional item- an “upsale”. Each product uses facial and/or voice recognition to identify which employee is working at the time. This lets managers cross reference sales ability and customer satisfaction to specific employees. Each product includes two parts: the “devices” that are physically in the client’s store and an online interface that lets managers look at the generated data. These products are sold to retail stores, banks, auto dealers, restaurants, etc and are intended to increase sales and customer satisfaction.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2019,62145
70063,CloudSight Technologies,2020-01-01,https://cloudsighttech.com,"Sacramento, California, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Information Technology, Software",1521051.0,,51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,4,2020,62220
70122,Dellarose Official,2020-01-01,https://dellaroseofficial.com,"Houston, Texas, United States","Artificial Intelligence (AI), Commerce and Shopping, Consumer Goods, Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Beauty, Marketplace",1518802.0,"Dellarose Official is a tech-based marketplace, leveraging the power of artificial intelligence to revolutionize the world of beauty products and services. Join us on our mission to redefine industry standards and empower customers with seamless access to the latest trends and transformative experiences.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,62273
70305,Quantum Qualitative,2021-01-01,https://quantumqualitative.io,"Aventura, Florida, United States","Apps, Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Apps, Artificial Intelligence (AI), Information Technology, Software",1511807.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,62431
70379,ORYX RESEARCH GROUP,2019-11-07,http://oryxresearch.com,"Chicago, Illinois, United States","Artificial Intelligence (AI), Biotechnology, Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Biotechnology, Machine Learning",1508968.0,"The Oryx Research Group is created with a premise of using the latest and most advanced imaging and machine learning technology in research and understanding of the evolutionary and anthropological development of intelligent life on our planet, as well as forecasting and evaluating the viable possibilities for the integrated path forward for our species. We aim to utilize latest advances in lasers, multi-spectrum photography, image recognition, as well as AI and machine learning for a wide range of disciplines from archeology to genetics to evidentiary study of pre-historic religion and anthropology, in order to create a fuller, integrated and more accurate vision for the raise and evolution of intelligent life on our planet.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2019,62492
70491,Wedeo,2019-01-01,https://wedeodata.com,"Allendale, New Jersey, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Information Services, Information Technology",1504140.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,0.0,1.0,,6,5,2019,62588
70500,All Jobs,2019-01-01,https://alljobs.ai,"Burlington, Massachusetts, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Software","IT Management, Machine Learning, Recruiting",1503798.0,"All Jobs is a recruitment marketing platform that uses machine learning and artificial intelligence. They understand that with millions of jobs available, the job search process can be daunting, so their intelligence technology finds the right match based on the candidate's requirements, filtering through millions of opportunities on the internet.",51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,5,2019,62597
70589,Corblocks Inc,2020-02-27,https://www.corblocks.com,"The Woodlands, Texas, United States","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Artificial Intelligence (AI),1499247.0,"A Technology Company providing Enterprise Solutions on Blockchain, IoT, Ai/RPA",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,62673
70602,Carrier IQ,2022-01-01,https://carrieriq.io/,"Charlotte, North Carolina, United States","Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software, Transportation","Artificial Intelligence (AI), Lead Generation, Machine Learning, SaaS, Software, Transportation",1498450.0,"Carrier IQ, your SaaS partner in the commercial transportation sector, effortlessly navigates through the intricate world of trucking insurance lead generation and renewal management. We specialize in delivering crucial trucking leads, especially those poised for insurance renewals, while also providing new venture leads and comprehensive underwriting reports. Our focus extends to offering in-depth Motor Carrier Company/Fleet Safety Profiles and Commercial Transportation Insights, all designed to streamline your decision-making, enhance client acquisition, and optimize policy renewals in a data-driven manner.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,2,2022,62682
