,company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,age,founding_year,org_uuid,already_scraped
1580,Pitchly,2018-07-01,https://pitchly.com,"Des Moines, Iowa, United States","Other, Software","B2B, Enterprise Software, SaaS, Software",20902.0,"Pitchly provides a SaaS platform for non-technical users to create data-infused real-time PowerPoint and Word documents linked to internal business data wherever it may live. Typically, before Pitchly, this work takes place in disconnected and inefficient tools like Excel, Word, PowerPoint, Sharepoint, or IT-owned databases. The platform aggregates disparate information sources, making information easy to catalog, find, and produce compelling and relevant data-driven Word and PowerPoint documents. This generates a 93% reduction in time to create data-heavy documents with 100% error reduction; all in half the time it takes to locate information when compared to traditional approaches. Pitchly end-users can even create custom forms to populate data to those original sources to make certain their teams are using the most relevant and up-to-date data. It aggregates digital data sources, such as Excel, SQL, Salesforce, and more, into one normalized tabular view of the data to reference, search, filter, and then integrate into documents and presentations in real-time. The platform gives the ability to easily publish select information from your database(s) on a website, in various digital forms. The company was founded in 2014 and is headquartered in Des Moines, Iowa.",11-50,7.0,Early Stage Venture,2023-05-25,1000000.0,Grant,9750000.0,2.0,11-50,Private,,,2.0,1.0,Computing; Calculating,0,5,2018,1550,True
7933,Podcorn,2019-01-01,https://www.podcorn.com/,"Los Angeles, California, United States","Advertising, Commerce and Shopping, Sales and Marketing","Advertising, Marketplace",57232.0,Podcorn is a self-service marketplace connecting podcasters with advertisers for native sponsorships. They make it easy for brands to connect to the right podcasters to create authentic messages that resonate and engage listeners across audio platforms.,1-10,1.0,M&A,2019-08-20,2200000.0,Seed,2200000.0,2.0,1-10,Private,,,0.0,1.0,,0,5,2019,7722,True
437,Fanfix,2021-01-01,https://www.fanfix.io/,"Los Angeles, California, United States","Apps, Media and Entertainment, Mobile, Other, Software","Content Creators, Digital Entertainment, Mobile Apps, Subscription Service",15153.0,"Fanfix allows creators to monetize platforms and give access to exclusive content via subscription. Fanfix was founded in 2021 and was headquartered in Los Angeles, California.",11-50,2.0,M&A,2021-10-01,1300000.0,Pre-Seed,1300000.0,4.0,11-50,Private,,,,,,0,3,2021,428,True
4672,LifeRaft,2020-01-01,https://www.liferaft.co,"San Francisco, California, United States","Financial Services, Health Care","Finance, Health Care, Insurance, InsurTech",37604.0,"LifeRaft is a new insurtech company that offers supplementary health insurance products for patients. The company takes on the health expense monster, relieving the financial stress for patients so they can focus on getting better, rather than how they will pay their hospital or specialists’ bill. Its products offer affordable monthly premium options and a direct cash benefit to the policyholder upon a covered event. The LifeRaft platform is fully digital from application to policy generation to claims for a seamless purchase, enrollment, and administrative experience. Founded in 2020 and is headquartered in San Francisco, CA, USA.",11-50,1.0,Seed,2020-12-22,3500000.0,Seed,3500000.0,4.0,11-50,Private,,,,,,0,4,2020,4580,True
2385,Econia Labs,2023-01-01,https://www.econialabs.com/,"Portland, Oregon, United States","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software","Blockchain, Cryptocurrency, Virtual Currency",25231.0,,11-50,1.0,Seed,2023-03-29,6500000.0,Seed,6500000.0,,11-50,Private,,,,,,0,1,2023,2338,True
13592,Loops,2022-01-01,https://loops.so,"Washington, District of Columbia, United States",Software,"SaaS, Software",98067.0,Loops  is a startup that created a platform for SaaS startups to send emails.,1-10,2.0,Seed,2023-01-24,0.0,Seed,3200000.0,,1-10,Private,,,8.0,16.0,Brushware,1,2,2022,13076,True
10119,WaveFront Dynamics,2019-01-01,https://wavefrontdynamics.com/,"Albuquerque, New Mexico, United States","Biotechnology, Health Care, Science and Engineering","Biotechnology, Health Care, Medical Device",72044.0,WaveFront Dynamics is a medical device company with innovative wavefront diagnostic technology for use in the vision care industry.,1-10,3.0,,2023-09-07,5000000.0,Venture - Series Unknown,8000000.0,1.0,1-10,Private,,,0.0,0.0,Medical Or Veterinary Science; Hygiene,1,5,2019,9805,True
2376,GigFinesse,2019-06-01,https://www.gigfinesse.com/,"New York, New York, United States","Internet Services, Media and Entertainment, Music and Audio, Software","Internet, Music, Software",25202.0,GigFinesse reinvents the way artists and venues connect with each other. GigFinesse helps venues and artists to streamline booking and helps both parties maximize their exposure and revenue via data.,11-50,2.0,Seed,2022-09-23,3580292.0,Seed,5180292.0,2.0,11-50,Private,,,0.0,4.0,,0,4,2019,2329,True
8446,Psilera,2019-07-01,http://www.psilera.com,"Tampa, Florida, United States","Biotechnology, Health Care, Science and Engineering","Biotechnology, Life Science, Pharmaceutical",60388.0,"Psilera is reimagining psychoactive natural products as building blocks for a new generation of mindful medicine. Many pharmaceutical drugs originate from nature due to intrinsic biodiversity, biological activity, and safety that have been optimized throughout time. Psilera is leveraging its research strengths with executives from the pharmaceutical and cannabis industries to develop a best-in-class IP portfolio of analogs based on psychoactive precursors. Lead compounds are formulated and screened against neurological targets to evaluate clinical potential with pipeline candidates in the areas of mood disorders, cognitive diseases, and addiction. Psilera’s mission is to make a significant impact on mental health and reduce human suffering.",1-10,3.0,,2022-11-01,0.0,Undisclosed,2630000.0,2.0,1-10,Private,,,5.0,1.0,Medical Or Veterinary Science; Hygiene,2,4,2019,8213,True
7007,ivee,2019-03-17,https://iveeapp.com,"Brooklyn, New York, United States",Health Care,"Health Care, Home Health Care, Wellness",51336.0,"ivee is a digital health platform that matches patients to clinicians, empowering them to receive in-home care. Our platform removes the friction of traditional care and allows patients to receive health and wellness services at their location, on their own time. Our mission is to make care more accessible by bringing it in-home. ivee launched in July 2020 and is based in Brooklyn, New York.",11-50,3.0,Seed,2022-03-01,4000000.0,Seed,9100000.0,2.0,11-50,Private,,,,,,0,4,2019,6836,True
848,CRISPR QC,2021-01-01,https://www.crisprqc.com/,"San Diego, California, United States",Information Technology,"Information Services, Information Technology",17209.0,"CRISPR Analytics Platform expands the data and analytics available for CRISPR gene editing, enabling its partners to produce products more quickly. The platform is based on the CRISPR-Chip, a device that is uniquely able to measure CRISPR activity directly.",11-50,4.0,Early Stage Venture,2024-01-04,10000000.0,Series A,12485000.0,,11-50,Private,,,,,,0,3,2021,831,True
12857,EdgeDB,2019-08-12,https://edgedb.com,"San Francisco, California, United States","Data and Analytics, Software","Database, Enterprise Software, Open Source, Software",92490.0,"EdgeDB is reinventing the relational database stack. Through a streamlined data model and powerful query language, they make working with data productive, pleasant, and efficient for developers and data engineers. It aims to solve some hard design problems that make existing databases unnecessarily onerous to use. EdgeDB was founded in 2019 and is headquartered in San Francisco, California.",11-50,3.0,Early Stage Venture,2022-11-07,15000000.0,Series A,19000000.0,2.0,11-50,Private,,,0.0,2.0,,0,4,2019,12387,True
6866,Federato,2020-01-01,https://www.federato.ai,"Palo Alto, California, United States","Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software","Artificial Intelligence (AI), FinTech, Insurance, InsurTech, Software",50571.0,"Federato provides an underwriting platform for insurance companies. The company's underwriter workflow software ostensibly allows actuaries and portfolio analysts to drive analysis into the hands of front-line underwriters, allowing clients to understand and make better decisions.",11-50,3.0,Early Stage Venture,2023-06-27,25000000.0,Series B,40000000.0,2.0,11-50,Private,,,,,,0,4,2020,6700,True
9930,Boomerang Medical,2021-01-01,https://www.boomerangmedical.com,"Mountain View, California, United States","Biotechnology, Health Care, Science and Engineering","Biotechnology, Medical",70675.0,Boomerang Medical is a female-led bioelectronic medical technology firm that is revolutionizing the management of autoimmune illnesses.,1-10,2.0,Early Stage Venture,2022-11-01,15000000.0,Series A,18000000.0,,1-10,Private,,,,,,0,3,2021,9626,True
19457,Mightyapp,2019-01-01,https://mightyapp.com,"San Francisco, California, United States","Apps, Software","Apps, Web Apps",151359.0,Mighty makes Google Chrome faster & use 10x less memory.Mighty speeds up Chrome on your laptop by streaming it from a more powerful computer in the cloud—that makes your browser & other apps run significantly faster.,1-10,1.0,Seed,2019-08-19,150000.0,Pre-Seed,150000.0,1.0,1-10,Private,,,,,,0,5,2019,18397,True
7934,Niocycle,2021-01-01,https://niocycle.com,"Sacramento, California, United States","Energy, Sustainability","Battery, CleanTech, Energy Storage, Recycling",57234.0,"Niocycle Technologies is an ambitious company, that started research in 2019 and was founded in 2021 in the Technology Development Zone in Türkiye. In 2022 the Company incorporated in the United States while becoming part of the PlugNPlay Network. Niocycle will accompany industries to realize successful and sustainable adaptation of technologies while considering a holistic and circular approach. Niocycle has assembled a very competent and determined crew, capable of innovative and sustainable thinking to accompany the vision and projects. One objective of Niocycle is to implement and roll out a highly efficient and environmentally friendly lithium-ion battery recycling process for batteries from electric vehicles but also notebooks, mobile phones, and other devices. Niocycle will actively contribute to increasing the world's ecosystem resilience along the value chain and reduce the dependency on primary resources by obtaining reusable critical raw materials by recycling.",11-50,2.0,Seed,2022-03-01,1500000.0,Seed,1620000.0,3.0,11-50,Private,,,,,,0,3,2021,7723,True
